Val_A,Val_B,Val_Bprime,EN_A,EN_B,EN_Bprime,Shannon_A,Shannon_B,Shannon_Bprime,Tolerance_Factor,Octahedral_Mismatch,EN_avg,EN_diff,Val_avg,Formation Energy (eV/atom),Energy Above Hull (eV),Band Gap (eV),Total Magnetization (Î¼B),Material ID,CHGNet_Energy,CHGNet_Net_Magmom,CHGNet_Abs_Magmom
2,7,6,1.0,1.55,2.16,1.155,0.586,0.58,0.911073033427838,0.0030257186066435,1.855,0.6100000000000001,6.5,-2.8261777087931,0.063149547641668,1.3872,7.9999727,mp-684705,-0.4244202,11.526909,11.526909
2,7,5,1.0,1.55,1.6,1.155,0.586,0.677142857142857,0.8892908218212245,0.0448632304117824,1.5750000000000002,0.05,6.0,-3.2073120405431,0.007620192874997,2.4089,0.0,mp-1227173,-0.21957767,18.697739,18.697739
2,7,5,1.0,1.55,1.6,1.155,0.586,0.677142857142857,0.8892908218212245,0.0448632304117824,1.5750000000000002,0.05,6.0,-3.1625631067931,0.052369126624997,2.44389999999999,10.0000037,mp-694885,-0.43727785,9.323528,9.323528
2,5,9,1.0,1.6,1.88,1.155,0.677142857142857,0.6255555555555555,0.8807168568457358,0.025147986214382,1.74,0.2799999999999998,7.0,-3.053297722,0.009486787375001,0.713499999999999,4.06e-05,mp-1227224,-0.21035269,11.220535,11.220535
2,6,5,1.0,1.66,1.5,1.155,0.521,0.6940000000000001,0.8999540848295219,0.0861768368188409,1.58,0.1599999999999999,5.5,-3.29182253648333,0.035145320874999,2.10459999999999,5e-07,mp-1040806,-0.22731261,15.147634,15.147634
2,8,5,1.0,1.83,1.5,1.155,0.6216666666666666,0.6940000000000001,0.877941763332387,0.0351502389073539,1.665,0.33,6.5,-3.21720305373333,0.0,1.89719999999999,8.0000221,mp-1043970,-0.4436729,7.81934,7.81934
2,6,4,1.0,1.66,1.54,1.155,0.521,0.6341666666666667,0.913568492833326,0.0572247271212045,1.6,0.1199999999999998,5.0,-3.37671719458333,0.006414756125,2.68769999999999,2e-06,mp-39159,-0.2191486,11.8595,11.8595
2,8,4,1.0,1.83,1.54,1.155,0.6216666666666666,0.6341666666666667,0.8908935238800106,0.0061639613694692,1.685,0.29,6.0,-3.20054750483333,0.00395897575,0.0,1e-06,mp-1043825,-0.21181257,19.249815,19.249815
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.0239625222715663,1.545,0.01,5.5,-3.26121205637643,0.088569546619055,0.2488,0.0,mp-40866,-0.21563919,16.249947,16.249947
2,6,5,1.0,1.66,1.63,1.155,0.521,0.576875,0.9269962865798124,0.0286694673232623,1.645,0.03,5.5,-3.06073793449999,0.012913291580348,1.5655,3.9962311,mp-1048855,-0.4284308,8.274928,8.274928
2,8,5,1.0,1.83,1.63,1.155,0.6216666666666666,0.576875,0.9036583714275724,0.022404001447659,1.73,0.2000000000000001,6.5,-2.888186702,0.012774371857144,0.0,10.0000008,mp-1043924,-0.41422892,11.92291,11.92291
2,8,5,1.0,1.83,1.63,1.155,0.6216666666666666,0.576875,0.9036583714275724,0.022404001447659,1.73,0.2000000000000001,6.5,-2.7651151875,0.135845886357143,1.0776,6.0000195,mp-1227087,-0.8225459,5.5817842,5.5817842
2,8,5,1.0,1.83,1.63,1.155,0.6216666666666666,0.576875,0.9036583714275724,0.022404001447659,1.73,0.2000000000000001,6.5,-2.87007376883333,0.030887305023812,0.1109,18.0006479,mp-684837,-0.2757541,17.543627,17.543627
2,8,7,1.0,1.83,1.55,1.155,0.6216666666666666,0.586,0.9016008443620231,0.0177992181563008,1.69,0.28,7.5,-2.0965567557931,0.014174021791656,0.704899999999999,15.9977427,mp-1227209,-0.36853072,16.13087,16.13087
2,7,9,1.0,1.55,2.2,1.155,0.586,0.625,0.9008515708275396,0.0194465220546265,1.875,0.6500000000000001,8.0,-1.76091609532567,0.08423449462963,0.0,4.4633784,mp-1342876,-0.40564382,7.7010756,7.7010756
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.915226861846234,0.012158054705087,1.625,0.1499999999999999,6.5,-2.313512528659,0.111371464351847,0.855699999999999,8.3e-06,mp-1290713,-0.46166188,6.7451715,6.7451715
2,8,4,1.0,1.83,1.3,1.155,0.6216666666666666,0.72,0.8724303381801499,0.0474849094338102,1.565,0.53,6.0,-3.11856206874999,0.180109948,2.0833,5.0000007,mp-1519219,-0.86026657,4.732404,4.732404
2,4,4,1.0,1.3,1.54,1.155,0.72,0.6341666666666667,0.8698051716669609,0.041323971895852,1.42,0.24,4.0,-3.52450232808333,0.19043320675,0.0,0.003676,mp-1521542,-0.8966753,0.25834352,0.25834352
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.0239625222715663,1.545,0.01,5.5,-3.08497643187643,0.174806552749999,0.0,3.66e-05,mp-41742,-0.42931876,8.048346,8.048346
2,6,4,1.0,1.66,1.33,1.155,0.521,0.7466666666666667,0.8883018070819494,0.1109563221612933,1.495,0.3299999999999998,5.0,-3.20695342975,0.199055479000001,2.4074,3.0000005,mp-1522086,-0.8669345,2.4820437,2.4820437
2,8,4,1.0,1.83,1.54,1.155,0.6216666666666666,0.6341666666666667,0.8908935238800106,0.0061639613694692,1.685,0.29,6.0,-3.12357412141666,0.019325853499998,1.3812,15.9990178,mp-1200872,-0.21719937,16.772469,16.772469
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.0239625222715663,1.545,0.01,5.5,-3.23747311970977,0.017872486999987,1.57999999999999,19.9994819,mp-1194928,-0.22212383,19.018993,19.018993
2,5,4,1.0,1.6,1.54,1.155,0.677142857142857,0.6341666666666667,0.8788722011064395,0.0209063269045539,1.57,0.06,4.5,-2.86222059899999,0.179617786326392,0.0,4.7e-06,mp-1520239,-0.8121106,0.28692394,0.28692394
2,4,5,1.0,1.33,1.6,1.155,0.7466666666666667,0.677142857142857,0.8554636827928122,0.0329199548885835,1.465,0.27,4.5,-2.92802271066666,0.195873470513893,0.5202,0.0,mp-1517467,-0.8222976,0.1442543,0.1442543
2,9,9,1.0,1.88,2.2,1.155,0.6255555555555555,0.625,0.8920543370022032,0.0002743107939943,2.04,0.3200000000000003,9.0,-2.12642163525,0.0,0.0,5.0487675,mp-1287594,-0.17679411,12.767525,12.767525
2,9,9,1.0,1.88,2.2,1.155,0.6255555555555555,0.625,0.8920543370022032,0.0002743107939943,2.04,0.3200000000000003,9.0,-2.09678702925,0.029634606000013,0.0,2.22924,mp-1310548,-0.17676955,11.2050085,11.2050085
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.0101998621589635,2.08,0.3999999999999999,9.0,-1.9179904905,0.149276850833322,0.074599999999999,3.9994028,mp-1378169,-0.3381009,5.8151474,5.8151474
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.0318769504967179,1.79,0.1799999999999999,7.5,-2.5920701,0.024863830999991,0.0,0.0022291,mp-1045281,-0.3971385,5.745353,5.745353
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.0318769504967179,1.79,0.1799999999999999,7.5,-2.49281580799999,0.124118122999992,1.49299999999999,3.0007263,mp-1398590,-0.7874275,3.0255163,3.0255163
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.0318769504967179,1.79,0.1799999999999999,7.5,-2.61693393099999,0.0,1.2029,6.0001157,mp-19161,-0.3980921,5.594602,5.594602
2,9,6,1.0,2.2,1.66,1.155,0.625,0.521,0.9156907375996642,0.0527116066636028,1.93,0.5400000000000003,7.5,-2.40174064049999,0.0,0.0,2.0272945,mp-1367307,-0.3802821,6.414655,6.414655
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.0211176924949175,1.68,0.04,6.0,-2.768614624,0.034184157694442,1.69519999999999,1.99933199999999,mp-1045238,-0.41926032,8.146246,8.146246
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.0211176924949175,1.68,0.04,6.0,-2.7694489315,0.033349850194442,1.8837,1.45e-05,mp-1272359,-0.41926914,8.158802,8.158802
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.0211176924949175,1.68,0.04,6.0,-2.78768432349999,0.015114458194442,1.7595,3.9998085,mp-1282800,-0.41996002,8.26991,8.26991
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.0211176924949175,1.68,0.04,6.0,-2.76834286299999,0.034455918694442,1.6023,2.0041526,mp-1445093,-0.8384406,4.0735226,4.0735226
2,8,9,1.0,1.83,2.2,1.155,0.6216666666666666,0.625,0.8929116105273038,0.0016474464571759,2.015,0.3700000000000001,8.5,-2.24188327125,0.0,0.0,7.9770048,mp-1306506,-0.18303627,20.029865,20.029865
2,8,6,1.0,1.83,2.16,1.155,0.6216666666666666,0.58,0.9029526823622548,0.0208246563827614,1.995,0.33,7.0,-2.54806293299999,0.003955293000005,1.1193,11.9991657,mp-18783,-0.392376,11.905908,11.905908
2,7,8,1.0,1.9,1.83,1.155,0.534,0.6216666666666666,0.9134530169136528,0.0443245976012515,1.865,0.0699999999999998,7.5,-2.55467773025,0.0,0.0,11.9999981,mp-31763,-0.19939545,19.176954,19.176954
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.65016495749999,0.0223446715,3.26309999999999,0.000117799999999,mp-1048318,-0.40691322,8.035094,8.035094
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.672509629,0.0,3.0012,8.0009437,mp-1275487,-0.40790552,7.882651,7.882651
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.486460758,0.186048871,0.0,4.0000202,mp-19059,-0.80444336,5.0217366,5.0217366
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.54678106799999,0.125728561,2.7594,4.0000248,mp-19864,-0.8060256,4.6352553,4.6352553
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.485544567,0.186965062,2.5738,4.0002187,mp-619611,-0.80435765,4.9708996,4.9708996
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.50112905749999,0.1713805715,1.875,12.0000017,mp-623098,-0.40223703,10.707772,10.707772
2,5,4,1.0,1.6,1.3,1.155,0.677142857142857,0.72,0.8608988956610052,0.0204220558105546,1.4500000000000002,0.3,4.5,-3.332170996,0.186267606374993,0.0,0.029183999999999,mp-1523252,-0.8717435,0.18670222,0.18670222
2,4,4,1.0,1.3,1.54,1.155,0.72,0.6341666666666667,0.8698051716669609,0.041323971895852,1.42,0.24,4.0,-3.57240327933333,0.116109330750001,2.4866,0.0,mp-1516534,-0.8712373,0.09793266,0.09793266
2,4,4,1.0,1.33,1.3,1.155,0.7466666666666667,0.72,0.8468708556247503,0.0124999999941404,1.315,0.03,4.0,-3.57214105499999,0.173415511250002,3.4088,0.0,mp-1522139,-0.8779049,0.10955432,0.10955432
2,9,9,1.0,2.28,2.2,1.155,0.605,0.625,0.8966043798003146,0.0099255583077292,2.24,0.0799999999999996,9.0,-2.10618437699999,0.0,0.0,2.0008454,mp-1227404,-0.70733064,0.30630985,0.30630985
2,9,6,1.0,2.2,1.7,1.155,0.625,0.562,0.9062743041338328,0.0316027087877588,1.95,0.5000000000000002,7.5,-2.39178485199999,0.155703282250001,1.1277,2.0000085,mp-1369951,-0.3948701,3.1592615,3.1592615
2,7,9,1.0,1.55,2.2,1.155,0.586,0.625,0.9008515708275396,0.0194465220546265,1.875,0.6500000000000001,8.0,-2.2980209892931,0.020710273166668,0.0,8.3378266,mp-39440,-0.37395328,9.524347,9.524347
2,5,7,1.0,1.6,1.55,1.155,0.677142857142857,0.586,0.8892908218212245,0.0448632304117824,1.5750000000000002,0.05,6.0,-3.0011409197931,0.013132983374999,0.0,5.29999999999999e-06,mp-1227519,-0.20731512,16.03562,16.03562
2,7,10,1.0,1.55,1.91,1.155,0.586,0.5714285714285715,0.9130463343442388,0.0073640892317124,1.73,0.3599999999999999,8.5,-1.9918063322931,0.188666540791666,0.0,9.9965697,mp-1326305,-0.34598613,9.657253,9.657253
2,7,7,1.0,1.9,1.55,1.155,0.534,0.586,0.9217641965713484,0.0265306122313618,1.725,0.3499999999999998,7.0,-2.6559970390431,0.000765378702379,0.1472,15.2418359,mp-1106155,-0.2040885,17.676165,17.676165
2,7,8,1.0,1.55,2.2,1.155,0.586,0.521,0.924831238944292,0.0332736114495655,1.875,0.6500000000000001,7.5,-2.3941978387931,0.0,0.0,2.1036916,mp-1227575,-0.37955672,11.246709,11.246709
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.915226861846234,0.012158054705087,1.625,0.1499999999999999,6.5,-2.7569592952931,0.020584987000058,2.6496,1e-06,mp-1045241,-0.41628814,9.32133,9.32133
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.915226861846234,0.012158054705087,1.625,0.1499999999999999,6.5,-2.7553590757931,0.022185206500058,2.5151,5.0002154,mp-1391233,-0.83248186,4.672337,4.672337
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.915226861846234,0.012158054705087,1.625,0.1499999999999999,6.5,-2.7775442822931,0.0,2.1817,0.0,mp-19108,-0.41719294,9.356883,9.356883
2,6,6,1.0,1.7,2.16,1.155,0.562,0.58,0.9166199012092746,0.0091324200866908,1.93,0.4600000000000002,6.0,-2.63737325399999,0.024651902499998,1.9254,4.0000026,mp-1047241,-0.8338154,4.0754123,4.0754123
2,6,6,1.0,1.7,2.16,1.155,0.562,0.58,0.9166199012092746,0.0091324200866908,1.93,0.4600000000000002,6.0,-2.661461421,0.000563735499998,1.55059999999999,7.9999718,mp-1347979,-0.41785488,8.244405,8.244405
2,5,6,1.0,1.6,1.66,1.155,0.677142857142857,0.521,0.9037485101688696,0.0781076928183261,1.63,0.0599999999999998,5.5,-3.11584376349999,0.0,2.7637,2.8e-06,mp-1214115,-0.21077833,11.63776,11.63776
2,5,8,1.0,1.6,1.83,1.155,0.677142857142857,0.6216666666666666,0.8815524677658745,0.0270694161935879,1.715,0.2299999999999999,6.5,-2.94169549199999,0.0,2.08709999999999,0.0,mp-1214121,-0.20365593,19.304325,19.304325
2,10,9,1.0,1.91,2.2,1.155,0.5714285714285715,0.625,0.9041361770899842,0.0268096514611139,2.055,0.2900000000000002,9.5,-2.094400157,0.0,0.0,5.4432862,mp-1047142,-0.3456692,4.5867467,4.5867467
2,10,6,1.0,1.91,1.7,1.155,0.5714285714285715,0.562,0.9186173296269686,0.0047940727803038,1.805,0.2099999999999999,8.0,-2.50167008399999,0.106510789000001,0.5975,1.9999969,mp-1397424,-0.7730047,2.0650294,2.0650294
2,10,6,1.0,1.91,1.7,1.155,0.5714285714285715,0.562,0.9186173296269686,0.0047940727803038,1.805,0.2099999999999999,8.0,-2.608180873,0.0,2.933,0.0,mp-19114,-0.39081332,4.004572,4.004572
2,10,6,1.0,1.91,1.7,1.155,0.5714285714285715,0.562,0.9186173296269686,0.0047940727803038,1.805,0.2099999999999999,8.0,-2.50652113299999,0.101659740000001,1.50129999999999,4.0002619,mp-556384,-0.38787192,3.918285,3.918285
2,9,5,1.0,1.88,1.5,1.155,0.6255555555555555,0.6940000000000001,0.8771129802461293,0.0332290430305824,1.69,0.3799999999999999,7.0,-2.88907456023333,0.037270560114286,0.361199999999999,7.99913169999999,mp-1377373,-0.40757543,6.152565,6.152565
2,5,6,1.0,1.5,1.66,1.155,0.6940000000000001,0.521,0.8999540848295219,0.0861768368188409,1.58,0.1599999999999999,5.5,-3.23331910423333,0.0,2.7922,3.9e-06,mp-1214103,-0.21824959,11.79812,11.79812
2,5,6,1.0,1.5,1.66,1.155,0.6940000000000001,0.521,0.8999540848295219,0.0861768368188409,1.58,0.1599999999999999,5.5,-3.21016376548333,0.023155338749967,2.63519999999999,0.0,mp-1345721,-0.21765098,11.928449,11.928449
2,8,5,1.0,1.83,1.5,1.155,0.6216666666666666,0.6940000000000001,0.877941763332387,0.0351502389073539,1.665,0.33,6.5,-3.03563844373333,0.005046326249999,1.2064,10.0000289,mp-1341944,-0.4211421,9.469734,9.469734
2,5,7,1.0,1.5,1.55,1.155,0.6940000000000001,0.586,0.8856165810320602,0.0529411764446367,1.525,0.05,6.0,-3.11306568052643,0.008585782196426,0.0,8.5e-06,mp-558810,-0.21439469,16.440872,16.440872
2,5,6,1.0,1.5,2.16,1.155,0.6940000000000001,0.58,0.8869208764381349,0.0559646538753241,1.83,0.6600000000000001,5.5,-3.08376108273333,0.0,1.4283,6.0035494,mp-1366540,-0.43395543,5.7625217,5.7625217
2,5,10,1.0,1.5,1.91,1.155,0.6940000000000001,0.5714285714285715,0.8887908340095657,0.0602993885429687,1.705,0.4099999999999999,7.5,-2.77180654573333,0.086347068833335,0.0,5.9979182,mp-1367927,-0.3972469,3.9873548,3.9873548
2,5,4,1.0,1.5,1.54,1.155,0.6940000000000001,0.6341666666666667,0.8752833745307649,0.0289878476988228,1.52,0.04,4.5,-3.44584108006666,0.004500878789054,0.0,0.051590699999999,mp-1373655,-0.43870336,0.66239023,0.66239023
2,5,5,1.0,1.5,1.63,1.155,0.6940000000000001,0.576875,0.887601719681395,0.057542911507947,1.565,0.1299999999999999,5.0,-3.25461470673333,0.0,0.431499999999999,4.0166216,mp-1373426,-0.43447798,3.7961278,3.7961278
2,5,6,1.0,1.5,1.7,1.155,0.6940000000000001,0.562,0.8908569158292394,0.0650887573643546,1.6,0.1999999999999999,5.5,-3.03421970973333,0.072614909499996,2.1053,6.0001084,mp-1367958,-0.44194722,5.547696,5.547696
2,5,6,1.0,1.5,1.7,1.155,0.6940000000000001,0.562,0.8908569158292394,0.0650887573643546,1.6,0.1999999999999999,5.5,-3.00860780723333,0.098226811999994,0.0,6.0008775,mp-1372505,-0.4414649,5.4920535,5.4920535
2,5,6,1.0,1.5,1.7,1.155,0.6940000000000001,0.562,0.8908569158292394,0.0650887573643546,1.6,0.1999999999999999,5.5,-3.00570899673333,0.101125622499996,2.2589,3.0000966,mp-1443834,-0.8819071,2.7571244,2.7571244
2,4,6,1.0,1.54,1.66,1.155,0.6341666666666667,0.521,0.913568492833326,0.0572247271212045,1.6,0.1199999999999998,5.0,-3.08988691783333,0.029853680000003,1.1492,3.9999843,mp-1227758,-0.40965956,4.9995947,4.9995947
2,4,9,1.0,1.54,2.2,1.155,0.6341666666666667,0.625,0.8901619340433699,0.0045165263783946,1.87,0.6600000000000001,6.5,-2.81191228433333,0.017106052750003,0.0,2.0018786,mp-1340170,-0.39166144,0.92176473,0.92176473
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.0239625222715663,1.545,0.01,5.5,-3.02551289537643,0.020287187166669,0.875,1e-07,mp-1080507,-0.20222905,12.624816,12.624816
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.0239625222715663,1.545,0.01,5.5,-3.04050740012643,0.005292682416669,1.947,1.8e-06,mp-1227706,-0.20251426,13.213541,13.213541
2,4,8,1.0,1.54,2.2,1.155,0.6341666666666667,0.521,0.913568492833326,0.0572247271212045,1.87,0.6600000000000001,6.0,-2.88846236583333,0.002925520000021,0.0,3.9594791,mp-1227718,-0.39738187,3.31093,3.31093
2,4,6,1.0,1.54,1.7,1.155,0.6341666666666667,0.562,0.904195433269683,0.0361179463471904,1.62,0.1599999999999999,5.0,-3.08204899183333,0.031877521888885,0.3989,3.99953209999999,mp-1367801,-0.42525816,3.674989,3.674989
2,4,6,1.0,1.54,1.7,1.155,0.6341666666666667,0.562,0.904195433269683,0.0361179463471904,1.62,0.1599999999999999,5.0,-2.98142942733333,0.132497086388884,0.0,2.0000631,mp-1384639,-0.84316623,1.6404865,1.6404865
2,9,5,1.0,2.2,1.63,1.155,0.625,0.576875,0.902905675611146,0.0240512259757982,1.915,0.5700000000000003,7.0,-2.484801397,0.092254102660715,0.4312,0.0001271,mp-1379764,-0.38237983,1.9187968,1.9187968
2,5,6,1.0,1.63,2.16,1.155,0.576875,0.58,0.9131740705915232,0.0015795292994701,1.895,0.5300000000000002,5.5,-2.7241696865,0.054269493705369,0.6962,1.34e-05,mp-1227834,-0.40548962,6.251965,6.251965
2,5,6,1.0,1.63,1.7,1.155,0.576875,0.562,0.9173471233704884,0.0075529180247898,1.665,0.07,5.5,-2.78954517299999,0.050911607958335,0.882899999999999,3.000141,mp-1047139,-0.8351099,2.4972248,2.4972248
2,5,6,1.0,1.63,1.7,1.155,0.576875,0.562,0.9173471233704884,0.0075529180247898,1.665,0.07,5.5,-2.7925790935,0.047877687458335,1.021,1.3e-06,mp-1274301,-0.4176197,5.09725,5.09725
2,5,6,1.0,1.63,1.7,1.155,0.576875,0.562,0.9173471233704884,0.0075529180247898,1.665,0.07,5.5,-2.81378807449999,0.026668706458334,0.0,3.21e-05,mp-1296431,-0.41856083,5.1916647,5.1916647
2,8,4,1.0,1.83,1.33,1.155,0.6216666666666666,0.7466666666666667,0.8668490165463449,0.0599760095673845,1.58,0.5,6.0,-2.79985233499999,0.149494715000002,0.0,4.0000008,mp-1521637,-0.788146,3.9999218,3.9999218
2,5,4,1.0,1.6,1.33,1.155,0.677142857142857,0.7466666666666667,0.8554636827928122,0.0329199548885835,1.465,0.27,4.5,-3.253079747,0.189977358624991,0.0,2.95e-05,mp-1517008,-0.85024416,0.18475722,0.18475722
2,4,4,1.0,1.33,1.54,1.155,0.7466666666666667,0.6341666666666667,0.864257281397093,0.053817022099031,1.435,0.2099999999999999,4.0,-3.47944129033333,0.133689823,2.39329999999999,0.0,mp-1518628,-0.84767807,0.08915376,0.08915376
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.0101998621589635,2.08,0.3999999999999999,9.0,-2.36539018795454,0.019429934545461,0.0,4.0,mp-1652492,-0.15705991,11.612872,11.612872
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.0101998621589635,2.08,0.3999999999999999,9.0,-2.36658837590909,0.018231746590915,0.024499999999999,8.0001022,mp-1666380,-0.314116,5.8228793,5.8228793
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.0101998621589635,2.08,0.3999999999999999,9.0,-2.3656653290909,0.019154793409096,0.0,4.0385332,mp-1983384,-0.15706185,11.612036,11.612036
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.0101998621589635,2.08,0.3999999999999999,9.0,-2.36578515477272,0.019034967727278,0.0,0.0463643,mp-1986469,-0.1570641,11.622173,11.622173
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.0101998621589635,2.08,0.3999999999999999,9.0,-2.36637120431818,0.018448918181825,0.2555,0.0029689,mp-551544,-0.15706217,11.639687,11.639687
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.0101998621589635,2.08,0.3999999999999999,9.0,-2.32800403636363,0.056816086136369,0.760399999999999,8.0017292,mp-551706,-0.3138918,5.977663,5.977663
2,8,9,1.0,1.83,2.28,1.155,0.6216666666666666,0.605,0.8973466019687626,0.0082781456912525,2.055,0.4499999999999997,8.5,-2.46065435681818,0.016226191250008,0.8859,2e-06,mp-18843,-0.1615877,17.975279,17.975279
2,9,7,1.0,1.88,1.55,1.155,0.6255555555555555,0.586,0.9007268129654592,0.0197208065489981,1.715,0.3299999999999998,8.0,-2.60747788526645,0.0,2.1034,0.0046606,mp-1232815,-0.3313367,11.409773,11.409773
2,9,7,1.0,1.88,1.55,1.155,0.6255555555555555,0.586,0.9007268129654592,0.0197208065489981,1.715,0.3299999999999998,8.0,-2.60746227708463,1.56081818181164e-05,0.442099999999999,0.0055613,mp-561610,-0.33133817,11.392881,11.392881
2,7,10,1.0,1.55,1.91,1.155,0.586,0.5714285714285715,0.9130463343442388,0.0073640892317124,1.73,0.3599999999999999,8.5,-2.57526185935736,0.00090297787879,0.0,1.9988883,mp-22533,-0.32485777,9.973329,9.973329
2,10,4,1.0,1.91,1.54,1.155,0.5714285714285715,0.6341666666666667,0.902067092606632,0.0313252295739214,1.725,0.3699999999999999,7.0,-2.98184012848484,0.058222049318183,3.1552,4.0064996,mp-997184,-0.33948377,3.8725765,3.8725765
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.0318769504967179,1.79,0.1799999999999999,7.5,-1.99332652999999,0.181525708333335,0.0,2.0002192,mp-1372511,-0.4316796,4.501644,4.501644
2,5,4,1.0,1.6,1.3,1.155,0.677142857142857,0.72,0.8608988956610052,0.0204220558105546,1.4500000000000002,0.3,4.5,-3.35924014749999,0.13301374258334,0.0,6.481245,mp-1522808,-0.95685613,6.9748898,6.9748898
2,4,4,1.0,1.3,1.54,1.155,0.72,0.6341666666666667,0.8698051716669609,0.041323971895852,1.42,0.24,4.0,-3.59718215083333,0.0925478675,0.0,7.0000165,mp-1519554,-0.9574319,6.8504415,6.8504415
2,4,5,1.0,1.3,1.63,1.155,0.72,0.576875,0.8819687324157962,0.0698703279597887,1.465,0.3299999999999998,4.5,-3.2651381615,0.140260932562501,0.0,8.0000001,mp-1519493,-0.9394997,7.824863,7.824863
2,4,4,1.0,1.33,1.3,1.155,0.7466666666666667,0.72,0.8468708556247503,0.0124999999941404,1.315,0.03,4.0,-3.6019453195,0.128619155250001,0.3977,6.9999998,mp-1522072,-0.96489084,6.894191,6.894191
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.915226861846234,0.012158054705087,1.625,0.1499999999999999,6.5,-2.6462208132931,0.114910687250002,0.283999999999999,11.9994527,mp-1517301,-0.90658176,11.26341,11.26341
2,8,5,1.0,1.83,1.6,1.155,0.6216666666666666,0.677142857142857,0.8815524677658745,0.0270694161935879,1.715,0.2299999999999999,6.5,-2.8604638795,0.110771709625007,0.0,11.7352481,mp-1521619,-0.89120066,11.481994,11.481994
2,4,7,1.0,1.33,1.55,1.155,0.7466666666666667,0.586,0.8743302913276578,0.0777544764908431,1.44,0.2199999999999999,5.5,-3.0254176532931,0.182227418500001,0.0,10.0000002,mp-1521618,-0.9016134,9.810994,9.810994
2,4,5,1.0,1.33,1.6,1.155,0.7466666666666667,0.677142857142857,0.8554636827928122,0.0329199548885835,1.465,0.27,4.5,-3.2841151115,0.143949902625012,0.0,6.7208012,mp-1519002,-0.9352891,6.990013,6.990013
2,4,4,1.0,1.33,1.54,1.155,0.7466666666666667,0.6341666666666667,0.864257281397093,0.053817022099031,1.435,0.2099999999999999,4.0,-3.50778114083333,0.106567380749998,0.0,7.0027481,mp-1518717,-0.93416595,6.8585305,6.8585305
2,4,5,1.0,1.33,1.63,1.155,0.7466666666666667,0.576875,0.8762650999340853,0.0823523467493263,1.48,0.2999999999999998,4.5,-3.1782464325,0.153132604000003,0.0,8.0000005,mp-1518352,-0.9169785,7.8315525,7.8315525
2,7,8,1.0,1.9,1.83,1.155,0.534,0.6216666666666666,0.9134530169136528,0.0443245976012515,1.865,0.0699999999999998,7.5,-2.25660248472222,0.04339175130093,0.685099999999999,10.0002146,mp-1343817,-0.45033154,9.763709,9.763709
