Val_A,Val_B,Val_Bprime,EN_A,EN_B,EN_Bprime,Shannon_A,Shannon_B,Shannon_Bprime,Tolerance_Factor,Octahedral_Mismatch,EN_avg,EN_diff,Val_avg,Formation Energy (eV/atom),Energy Above Hull (eV),Band Gap (eV),Total Magnetization (Î¼B)
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.02396252227156638,1.545,0.010000000000000009,5.5,-3.23747311970977,0.017872486999987,1.57999999999999,19.9994819
2,5,4,1.0,1.6,1.54,1.155,0.677142857142857,0.6341666666666667,0.8788722011064395,0.02090632690455394,1.57,0.06000000000000005,4.5,-2.86222059899999,0.179617786326392,0.0,4.7e-06
2,4,5,1.0,1.33,1.6,1.155,0.7466666666666667,0.677142857142857,0.8554636827928122,0.032919954888583576,1.465,0.27,4.5,-2.92802271066666,0.195873470513893,0.5202,0.0
2,9,9,1.0,1.88,2.2,1.155,0.6255555555555555,0.625,0.8920543370022032,0.00027431079399434835,2.04,0.3200000000000003,9.0,-2.12642163525,0.0,0.0,5.0487675
2,9,9,1.0,1.88,2.2,1.155,0.6255555555555555,0.625,0.8920543370022032,0.00027431079399434835,2.04,0.3200000000000003,9.0,-2.09678702925,0.029634606000013,0.0,2.22924
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.010199862158963595,2.08,0.3999999999999999,9.0,-1.9179904905,0.149276850833322,0.074599999999999,3.9994028
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.031876950496717994,1.79,0.17999999999999994,7.5,-2.5920701,0.024863830999991,0.0,0.0022291
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.031876950496717994,1.79,0.17999999999999994,7.5,-2.49281580799999,0.124118122999992,1.49299999999999,3.0007263
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.031876950496717994,1.79,0.17999999999999994,7.5,-2.61693393099999,0.0,1.2029,6.0001157
2,9,6,1.0,2.2,1.66,1.155,0.625,0.521,0.9156907375996642,0.05271160666360288,1.9300000000000002,0.5400000000000003,7.5,-2.40174064049999,0.0,0.0,2.0272945
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.021117692494917566,1.68,0.040000000000000036,6.0,-2.768614624,0.034184157694442,1.69519999999999,1.99933199999999
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.021117692494917566,1.68,0.040000000000000036,6.0,-2.7694489315,0.033349850194442,1.8837,1.45e-05
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.021117692494917566,1.68,0.040000000000000036,6.0,-2.78768432349999,0.015114458194442,1.7595,3.9998085
2,6,6,1.0,1.7,1.66,1.155,0.562,0.521,0.9305474248125842,0.021117692494917566,1.68,0.040000000000000036,6.0,-2.76834286299999,0.034455918694442,1.6023,2.0041526
2,8,9,1.0,1.83,2.2,1.155,0.6216666666666666,0.625,0.8929116105273038,0.0016474464571759292,2.015,0.3700000000000001,8.5,-2.24188327125,0.0,0.0,7.9770048
2,8,6,1.0,1.83,2.16,1.155,0.6216666666666666,0.58,0.9029526823622547,0.020824656382761444,1.995,0.33000000000000007,7.0,-2.54806293299999,0.003955293000005,1.1193,11.9991657
2,7,8,1.0,1.9,1.83,1.155,0.534,0.6216666666666666,0.9134530169136528,0.044324597601251514,1.865,0.06999999999999984,7.5,-2.55467773025,0.0,0.0,11.9999981
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.65016495749999,0.0223446715,3.26309999999999,0.000117799999999
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.672509629,0.0,3.0012,8.0009437
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.486460758,0.186048871,0.0,4.0000202
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.54678106799999,0.125728561,2.7594,4.0000248
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.485544567,0.186965062,2.5738,4.0002187
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.50112905749999,0.1713805715,1.875,12.0000017
2,5,4,1.0,1.6,1.3,1.155,0.677142857142857,0.72,0.8608988956610052,0.020422055810554635,1.4500000000000002,0.30000000000000004,4.5,-3.332170996,0.186267606374993,0.0,0.029183999999999
2,4,4,1.0,1.3,1.54,1.155,0.72,0.6341666666666667,0.8698051716669609,0.041323971895852095,1.42,0.24,4.0,-3.57240327933333,0.116109330750001,2.4866,0.0
2,4,4,1.0,1.33,1.3,1.155,0.7466666666666667,0.72,0.8468708556247503,0.012499999994140497,1.315,0.030000000000000027,4.0,-3.57214105499999,0.173415511250002,3.4088,0.0
2,9,9,1.0,2.28,2.2,1.155,0.605,0.625,0.8966043798003146,0.009925558307729261,2.24,0.07999999999999963,9.0,-2.10618437699999,0.0,0.0,2.0008454
2,9,6,1.0,2.2,1.7,1.155,0.625,0.562,0.9062743041338329,0.03160270878775883,1.9500000000000002,0.5000000000000002,7.5,-2.39178485199999,0.155703282250001,1.1277,2.0000085
2,7,9,1.0,1.55,2.2,1.155,0.586,0.625,0.9008515708275395,0.019446522054626592,1.875,0.6500000000000001,8.0,-2.2980209892931,0.020710273166668,0.0,8.3378266
2,5,7,1.0,1.6,1.55,1.155,0.677142857142857,0.586,0.8892908218212245,0.04486323041178241,1.5750000000000002,0.050000000000000044,6.0,-3.0011409197931,0.013132983374999,0.0,5.29999999999999e-06
2,7,10,1.0,1.55,1.91,1.155,0.586,0.5714285714285715,0.9130463343442388,0.007364089231712441,1.73,0.3599999999999999,8.5,-1.9918063322931,0.188666540791666,0.0,9.9965697
2,7,7,1.0,1.9,1.55,1.155,0.534,0.586,0.9217641965713484,0.02653061223136184,1.725,0.34999999999999987,7.0,-2.6559970390431,0.000765378702379,0.1472,15.2418359
2,7,8,1.0,1.55,2.2,1.155,0.586,0.521,0.924831238944292,0.03327361144956557,1.875,0.6500000000000001,7.5,-2.3941978387931,0.0,0.0,2.1036916
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.9152268618462339,0.012158054705087004,1.625,0.1499999999999999,6.5,-2.7569592952931,0.020584987000058,2.6496,1e-06
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.9152268618462339,0.012158054705087004,1.625,0.1499999999999999,6.5,-2.7553590757931,0.022185206500058,2.5151,5.0002154
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.9152268618462339,0.012158054705087004,1.625,0.1499999999999999,6.5,-2.7775442822931,0.0,2.1817,0.0
2,6,6,1.0,1.7,2.16,1.155,0.562,0.58,0.9166199012092746,0.009132420086690815,1.9300000000000002,0.4600000000000002,6.0,-2.63737325399999,0.024651902499998,1.9254,4.0000026
2,6,6,1.0,1.7,2.16,1.155,0.562,0.58,0.9166199012092746,0.009132420086690815,1.9300000000000002,0.4600000000000002,6.0,-2.661461421,0.000563735499998,1.55059999999999,7.9999718
2,5,6,1.0,1.6,1.66,1.155,0.677142857142857,0.521,0.9037485101688695,0.0781076928183261,1.63,0.05999999999999983,5.5,-3.11584376349999,0.0,2.7637,2.8e-06
2,5,8,1.0,1.6,1.83,1.155,0.677142857142857,0.6216666666666666,0.8815524677658745,0.027069416193587964,1.715,0.22999999999999998,6.5,-2.94169549199999,0.0,2.08709999999999,0.0
2,10,9,1.0,1.91,2.2,1.155,0.5714285714285715,0.625,0.9041361770899842,0.02680965146111393,2.055,0.29000000000000026,9.5,-2.094400157,0.0,0.0,5.4432862
2,10,6,1.0,1.91,1.7,1.155,0.5714285714285715,0.562,0.9186173296269686,0.0047940727803038015,1.805,0.20999999999999996,8.0,-2.50167008399999,0.106510789000001,0.5975,1.9999969
2,10,6,1.0,1.91,1.7,1.155,0.5714285714285715,0.562,0.9186173296269686,0.0047940727803038015,1.805,0.20999999999999996,8.0,-2.608180873,0.0,2.933,0.0
2,10,6,1.0,1.91,1.7,1.155,0.5714285714285715,0.562,0.9186173296269686,0.0047940727803038015,1.805,0.20999999999999996,8.0,-2.50652113299999,0.101659740000001,1.50129999999999,4.0002619
2,9,5,1.0,1.88,1.5,1.155,0.6255555555555555,0.6940000000000001,0.8771129802461293,0.033229043030582446,1.69,0.3799999999999999,7.0,-2.88907456023333,0.037270560114286,0.361199999999999,7.99913169999999
2,5,6,1.0,1.5,1.66,1.155,0.6940000000000001,0.521,0.8999540848295219,0.08617683681884095,1.58,0.15999999999999992,5.5,-3.23331910423333,0.0,2.7922,3.9e-06
2,5,6,1.0,1.5,1.66,1.155,0.6940000000000001,0.521,0.8999540848295219,0.08617683681884095,1.58,0.15999999999999992,5.5,-3.21016376548333,0.023155338749967,2.63519999999999,0.0
2,8,5,1.0,1.83,1.5,1.155,0.6216666666666666,0.6940000000000001,0.877941763332387,0.035150238907353915,1.665,0.33000000000000007,6.5,-3.03563844373333,0.005046326249999,1.2064,10.0000289
2,5,7,1.0,1.5,1.55,1.155,0.6940000000000001,0.586,0.8856165810320602,0.05294117644463672,1.525,0.050000000000000044,6.0,-3.11306568052643,0.008585782196426,0.0,8.5e-06
2,5,6,1.0,1.5,2.16,1.155,0.6940000000000001,0.58,0.8869208764381349,0.055964653875324115,1.83,0.6600000000000001,5.5,-3.08376108273333,0.0,1.4283,6.0035494
2,5,10,1.0,1.5,1.91,1.155,0.6940000000000001,0.5714285714285715,0.8887908340095657,0.06029938854296877,1.705,0.4099999999999999,7.5,-2.77180654573333,0.086347068833335,0.0,5.9979182
2,5,4,1.0,1.5,1.54,1.155,0.6940000000000001,0.6341666666666667,0.8752833745307649,0.028987847698822882,1.52,0.040000000000000036,4.5,-3.44584108006666,0.004500878789054,0.0,0.051590699999999
2,5,5,1.0,1.5,1.63,1.155,0.6940000000000001,0.576875,0.887601719681395,0.05754291150794707,1.565,0.1299999999999999,5.0,-3.25461470673333,0.0,0.431499999999999,4.0166216
2,5,6,1.0,1.5,1.7,1.155,0.6940000000000001,0.562,0.8908569158292394,0.0650887573643546,1.6,0.19999999999999996,5.5,-3.03421970973333,0.072614909499996,2.1053,6.0001084
2,5,6,1.0,1.5,1.7,1.155,0.6940000000000001,0.562,0.8908569158292394,0.0650887573643546,1.6,0.19999999999999996,5.5,-3.00860780723333,0.098226811999994,0.0,6.0008775
2,5,6,1.0,1.5,1.7,1.155,0.6940000000000001,0.562,0.8908569158292394,0.0650887573643546,1.6,0.19999999999999996,5.5,-3.00570899673333,0.101125622499996,2.2589,3.0000966
2,4,6,1.0,1.54,1.66,1.155,0.6341666666666667,0.521,0.9135684928333259,0.05722472712120457,1.6,0.11999999999999988,5.0,-3.08988691783333,0.029853680000003,1.1492,3.9999843
2,4,9,1.0,1.54,2.2,1.155,0.6341666666666667,0.625,0.8901619340433699,0.004516526378394699,1.87,0.6600000000000001,6.5,-2.81191228433333,0.017106052750003,0.0,2.0018786
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.02396252227156638,1.545,0.010000000000000009,5.5,-3.02551289537643,0.020287187166669,0.875,1e-07
2,7,4,1.0,1.55,1.54,1.155,0.586,0.6341666666666667,0.8987974753763524,0.02396252227156638,1.545,0.010000000000000009,5.5,-3.04050740012643,0.005292682416669,1.947,1.8e-06
2,4,8,1.0,1.54,2.2,1.155,0.6341666666666667,0.521,0.9135684928333259,0.05722472712120457,1.87,0.6600000000000001,6.0,-2.88846236583333,0.002925520000021,0.0,3.9594791
2,4,6,1.0,1.54,1.7,1.155,0.6341666666666667,0.562,0.904195433269683,0.03611794634719044,1.62,0.15999999999999992,5.0,-3.08204899183333,0.031877521888885,0.3989,3.99953209999999
2,4,6,1.0,1.54,1.7,1.155,0.6341666666666667,0.562,0.904195433269683,0.03611794634719044,1.62,0.15999999999999992,5.0,-2.98142942733333,0.132497086388884,0.0,2.0000631
2,9,5,1.0,2.2,1.63,1.155,0.625,0.576875,0.9029056756111461,0.024051225975798216,1.915,0.5700000000000003,7.0,-2.484801397,0.092254102660715,0.4312,0.0001271
2,5,6,1.0,1.63,2.16,1.155,0.576875,0.58,0.9131740705915232,0.00157952929947017,1.895,0.5300000000000002,5.5,-2.7241696865,0.054269493705369,0.6962,1.34e-05
2,5,6,1.0,1.63,1.7,1.155,0.576875,0.562,0.9173471233704884,0.007552918024789847,1.665,0.07000000000000006,5.5,-2.78954517299999,0.050911607958335,0.882899999999999,3.000141
2,5,6,1.0,1.63,1.7,1.155,0.576875,0.562,0.9173471233704884,0.007552918024789847,1.665,0.07000000000000006,5.5,-2.7925790935,0.047877687458335,1.021,1.3e-06
2,5,6,1.0,1.63,1.7,1.155,0.576875,0.562,0.9173471233704884,0.007552918024789847,1.665,0.07000000000000006,5.5,-2.81378807449999,0.026668706458334,0.0,3.21e-05
2,8,4,1.0,1.83,1.33,1.155,0.6216666666666666,0.7466666666666667,0.8668490165463449,0.05997600956738457,1.58,0.5,6.0,-2.79985233499999,0.149494715000002,0.0,4.0000008
2,5,4,1.0,1.6,1.33,1.155,0.677142857142857,0.7466666666666667,0.8554636827928122,0.032919954888583576,1.465,0.27,4.5,-3.253079747,0.189977358624991,0.0,2.95e-05
2,4,4,1.0,1.33,1.54,1.155,0.7466666666666667,0.6341666666666667,0.864257281397093,0.05381702209903104,1.435,0.20999999999999996,4.0,-3.47944129033333,0.133689823,2.39329999999999,0.0
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.010199862158963595,2.08,0.3999999999999999,9.0,-2.36539018795454,0.019429934545461,0.0,4.0
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.010199862158963595,2.08,0.3999999999999999,9.0,-2.36658837590909,0.018231746590915,0.024499999999999,8.0001022
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.010199862158963595,2.08,0.3999999999999999,9.0,-2.3656653290909,0.019154793409096,0.0,4.0385332
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.010199862158963595,2.08,0.3999999999999999,9.0,-2.36578515477272,0.019034967727278,0.0,0.0463643
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.010199862158963595,2.08,0.3999999999999999,9.0,-2.36637120431818,0.018448918181825,0.2555,0.0029689
2,9,9,1.0,1.88,2.28,1.155,0.6255555555555555,0.605,0.896480795461309,0.010199862158963595,2.08,0.3999999999999999,9.0,-2.32800403636363,0.056816086136369,0.760399999999999,8.0017292
2,8,9,1.0,1.83,2.28,1.155,0.6216666666666666,0.605,0.8973466019687626,0.008278145691252547,2.0549999999999997,0.44999999999999973,8.5,-2.46065435681818,0.016226191250008,0.8859,2e-06
2,9,7,1.0,1.88,1.55,1.155,0.6255555555555555,0.586,0.9007268129654592,0.019720806548998167,1.7149999999999999,0.32999999999999985,8.0,-2.60747788526645,0.0,2.1034,0.0046606
2,9,7,1.0,1.88,1.55,1.155,0.6255555555555555,0.586,0.9007268129654592,0.019720806548998167,1.7149999999999999,0.32999999999999985,8.0,-2.60746227708463,1.56081818181164e-05,0.442099999999999,0.0055613
2,7,10,1.0,1.55,1.91,1.155,0.586,0.5714285714285715,0.9130463343442388,0.007364089231712441,1.73,0.3599999999999999,8.5,-2.57526185935736,0.00090297787879,0.0,1.9988883
2,10,4,1.0,1.91,1.54,1.155,0.5714285714285715,0.6341666666666667,0.9020670926066321,0.031325229573921434,1.725,0.3699999999999999,7.0,-2.98184012848484,0.058222049318183,3.1552,4.0064996
2,9,6,1.0,1.88,1.7,1.155,0.6255555555555555,0.562,0.9061480398806266,0.031876950496717994,1.79,0.17999999999999994,7.5,-1.99332652999999,0.181525708333335,0.0,2.0002192
2,5,4,1.0,1.6,1.3,1.155,0.677142857142857,0.72,0.8608988956610052,0.020422055810554635,1.4500000000000002,0.30000000000000004,4.5,-3.35924014749999,0.13301374258334,0.0,6.481245
2,4,4,1.0,1.3,1.54,1.155,0.72,0.6341666666666667,0.8698051716669609,0.041323971895852095,1.42,0.24,4.0,-3.59718215083333,0.0925478675,0.0,7.0000165
2,4,5,1.0,1.3,1.63,1.155,0.72,0.576875,0.8819687324157962,0.06987032795978879,1.4649999999999999,0.32999999999999985,4.5,-3.2651381615,0.140260932562501,0.0,8.0000001
2,4,4,1.0,1.33,1.3,1.155,0.7466666666666667,0.72,0.8468708556247503,0.012499999994140497,1.315,0.030000000000000027,4.0,-3.6019453195,0.128619155250001,0.3977,6.9999998
2,7,6,1.0,1.55,1.7,1.155,0.586,0.562,0.9152268618462339,0.012158054705087004,1.625,0.1499999999999999,6.5,-2.6462208132931,0.114910687250002,0.283999999999999,11.9994527
2,8,5,1.0,1.83,1.6,1.155,0.6216666666666666,0.677142857142857,0.8815524677658745,0.027069416193587964,1.715,0.22999999999999998,6.5,-2.8604638795,0.110771709625007,0.0,11.7352481
2,4,7,1.0,1.33,1.55,1.155,0.7466666666666667,0.586,0.8743302913276578,0.07775447649084317,1.44,0.21999999999999997,5.5,-3.0254176532931,0.182227418500001,0.0,10.0000002
2,4,5,1.0,1.33,1.6,1.155,0.7466666666666667,0.677142857142857,0.8554636827928122,0.032919954888583576,1.465,0.27,4.5,-3.2841151115,0.143949902625012,0.0,6.7208012
2,4,4,1.0,1.33,1.54,1.155,0.7466666666666667,0.6341666666666667,0.864257281397093,0.05381702209903104,1.435,0.20999999999999996,4.0,-3.50778114083333,0.106567380749998,0.0,7.0027481
2,4,5,1.0,1.33,1.63,1.155,0.7466666666666667,0.576875,0.8762650999340853,0.08235234674932636,1.48,0.2999999999999998,4.5,-3.1782464325,0.153132604000003,0.0,8.0000005
2,7,8,1.0,1.9,1.83,1.155,0.534,0.6216666666666666,0.9134530169136528,0.044324597601251514,1.865,0.06999999999999984,7.5,-2.25660248472222,0.04339175130093,0.685099999999999,10.0002146
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.14100436999999,0.150562357500001,0.0,6.0035849
2,8,6,1.0,1.83,1.7,1.155,0.6216666666666666,0.562,0.9070326292144222,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.14155687777777,0.150009849722223,0.0,6.0
12,9,7,1.22,1.88,1.55,1.0545714285714287,0.6255555555555555,0.586,0.8653222309405939,0.019720806548998167,1.7149999999999999,0.32999999999999985,8.0,-2.65605649362643,0.196896376944451,0.391799999999999,11.9999905
12,10,8,1.22,1.91,2.2,1.0545714285714287,0.5714285714285715,0.521,0.8918052416730684,0.025911109466629296,2.055,0.29000000000000026,9.0,-2.65071666983333,0.032721849499996,0.0,7.9971609
12,8,5,1.22,1.83,1.63,1.0545714285714287,0.6216666666666666,0.576875,0.8681385595677132,0.022404001447659076,1.73,0.20000000000000018,6.5,-3.06145664283333,0.023038897500006,1.3296,13.999983
9,9,8,,1.88,2.2,1.1569999999999998,0.6255555555555555,0.521,0.9162785185176865,0.05298572592264028,2.04,0.3200000000000003,8.5,-2.339215697,0.075035380249998,0.0,26.0033202
9,9,6,,1.88,1.7,1.1569999999999998,0.6255555555555555,0.562,0.9068573534147797,0.031876950496717994,1.79,0.17999999999999994,7.5,-2.478047705,0.125529957499997,0.0,16.2706353
9,8,6,,1.83,1.7,1.1569999999999998,0.6216666666666666,0.562,0.90774263518641,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.521126592,0.113768692249994,0.0,17.5696206
9,4,8,,1.3,1.83,1.1569999999999998,0.72,0.6216666666666666,0.8731132582100365,0.047484909433810236,1.565,0.53,6.0,-3.06860048,0.156232988249996,0.0,18.0000008
9,4,5,,1.3,1.6,1.1569999999999998,0.72,0.677142857142857,0.8615727891214051,0.020422055810554635,1.4500000000000002,0.30000000000000004,4.5,-3.389352887,0.04226190400001,0.0,1.267519
9,4,4,,1.3,1.54,1.1569999999999998,0.72,0.6341666666666667,0.8704860367719839,0.041323971895852095,1.42,0.24,4.0,-3.62209995733333,0.016994092500002,0.003499999999999,13.9542585
9,4,5,,1.3,1.63,1.1569999999999998,0.72,0.576875,0.8826591188990962,0.06987032795978879,1.4649999999999999,0.32999999999999985,4.5,-3.305448941,0.05667760725001,0.0,14.9999999
9,4,6,,1.3,1.7,1.1569999999999998,0.72,0.562,0.8858755702437986,0.07741303278911667,1.5,0.3999999999999999,5.0,-3.07431393,0.159715639499994,0.0,15.9999995
9,4,4,,1.3,1.33,1.1569999999999998,0.72,0.7466666666666667,0.8475337682318929,0.012499999994140497,1.315,0.030000000000000027,4.0,-3.633371646,0.046556860250001,0.3481,13.9999999
9,7,9,,1.55,2.28,1.1569999999999998,0.586,0.605,0.9060746874734704,0.009521423197433578,1.915,0.7299999999999998,8.0,-2.4150232312931,0.090730552083327,0.0,31.9999204
9,7,6,,1.55,1.7,1.1569999999999998,0.586,0.562,0.9159432820903405,0.012158054705087004,1.625,0.1499999999999999,6.5,-2.6748747717931,0.069843946999998,0.387599999999999,19.0000014
9,8,5,,1.83,1.6,1.1569999999999998,0.6216666666666666,0.677142857142857,0.8822425284060043,0.027069416193587964,1.715,0.22999999999999998,6.5,-2.886674052,0.082983350249996,0.0,18.5562942
9,5,6,,1.6,1.7,1.1569999999999998,0.677142857142857,0.562,0.8952751129678591,0.05701351061759244,1.65,0.09999999999999987,5.5,-2.813878178,0.162676300187497,0.0,16.9885395
9,10,6,,1.91,1.7,1.1569999999999998,0.5714285714285715,0.562,0.9193364038575963,0.0047940727803038015,1.805,0.20999999999999996,8.0,-2.516327713,0.082602808124994,0.442999999999999,16.0000006
9,5,4,,1.6,1.54,1.1569999999999998,0.677142857142857,0.6341666666666667,0.8795601636904758,0.02090632690455394,1.57,0.06000000000000005,4.5,-3.34329304933333,0.007749665500037,0.0,13.5124513
9,5,6,,1.63,1.7,1.1569999999999998,0.576875,0.562,0.9180652033105045,0.007552918024789847,1.665,0.07000000000000006,5.5,-2.733905529,0.080634846749999,0.3942,16.9999997
9,6,4,,1.66,1.33,1.1569999999999998,0.521,0.7466666666666667,0.8889971509622483,0.11095632216129332,1.495,0.32999999999999985,5.0,-3.166097654,0.10693787075,0.0,16.0000008
9,8,4,,1.83,1.33,1.1569999999999998,0.6216666666666666,0.7466666666666667,0.8675275676356179,0.05997600956738457,1.58,0.5,6.0,-2.974647611,0.188327871499993,0.0,18.0000007
9,5,4,,1.6,1.33,1.1569999999999998,0.677142857142857,0.7466666666666667,0.8561333216834522,0.032919954888583576,1.465,0.27,4.5,-3.317280466,0.074596705250039,0.0,13.599176
9,4,4,,1.33,1.54,1.1569999999999998,0.7466666666666667,0.6341666666666667,0.8649338037308676,0.05381702209903104,1.435,0.20999999999999996,4.0,-3.53709541333333,0.062261016749999,0.0034,14.0001123
9,4,5,,1.33,1.63,1.1569999999999998,0.7466666666666667,0.576875,0.8769510217344251,0.08235234674932636,1.48,0.2999999999999998,4.5,-3.217619104,0.097406401812499,0.0,14.9999998
9,4,6,,1.33,1.7,1.1569999999999998,0.7466666666666667,0.562,0.880125931626639,0.08989128666726039,1.5150000000000001,0.3699999999999999,5.0,-2.984259763,0.187911820749992,0.0,11.6227842
9,6,4,,1.66,1.3,1.1569999999999998,0.521,0.72,0.8948636668454526,0.09849047260653788,1.48,0.3599999999999999,5.0,-2.7592427035,0.174592803916665,0.0,9.8614031
10,9,7,1.2,1.88,1.55,1.0245,0.6255555555555555,0.586,0.8547210011877715,0.019720806548998167,1.7149999999999999,0.32999999999999985,8.0,-2.8105339522931,0.0,0.9184,40.0000002
10,7,10,1.2,1.55,1.91,1.0245,0.586,0.5714285714285715,0.8664112867387895,0.007364089231712441,1.73,0.3599999999999999,8.5,-2.8014227372931,0.0,0.0,38.0000002
10,10,8,1.2,1.91,2.2,1.0245,0.5714285714285715,0.521,0.880879563441653,0.025911109466629296,2.055,0.29000000000000026,9.0,-2.60155644449999,0.027065080999996,0.0,36.0000013
10,8,5,1.2,1.83,1.63,1.0245,0.6216666666666666,0.576875,0.8575028264290214,0.022404001447659076,1.73,0.20000000000000018,6.5,-3.0350072365,0.001298915750007,1.6075,37.9999995
1,5,6,0.82,1.6,1.7,1.5,0.677142857142857,0.562,1.0153687241324958,0.05701351061759244,1.65,0.09999999999999987,5.5,-2.629141614725,0.133338716383327,0.0,2.0
1,4,5,0.82,1.33,1.6,1.5,0.7466666666666667,0.677142857142857,0.9709763914282409,0.032919954888583576,1.465,0.27,4.5,-3.186071456725,0.075079918250001,2.243,0.0
1,8,4,0.82,1.83,1.3,1.5,0.6216666666666666,0.72,0.9902340433355911,0.047484909433810236,1.565,0.53,6.0,-2.595830415225,0.186028146124993,0.0,10.0001713
1,4,4,0.82,1.3,1.54,1.5,0.72,0.6341666666666667,0.9872544022834391,0.041323971895852095,1.42,0.24,4.0,-3.29291488855833,0.150275441749997,0.0,6.0007605
1,4,4,0.82,1.33,1.3,1.5,0.7466666666666667,0.72,0.9612232803568594,0.012499999994140497,1.315,0.030000000000000027,4.0,-3.327640105225,0.166383261137495,0.0,6.000085
1,8,6,0.82,1.83,1.7,1.5,0.6216666666666666,0.562,1.0295086593823188,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-1.781921515725,0.184555950999996,0.0,4.1747848
1,4,4,0.82,1.3,1.54,1.5,0.72,0.6341666666666667,0.9872544022834391,0.041323971895852095,1.42,0.24,4.0,-3.39346604005833,0.182236036249994,0.8886,6.9999997
1,5,4,0.82,1.6,1.3,1.5,0.677142857142857,0.72,0.9771455175800059,0.020422055810554635,1.4500000000000002,0.30000000000000004,4.5,-2.726267619725,0.180691646416663,0.0,0.000896
1,5,4,0.82,1.6,1.3,1.5,0.677142857142857,0.72,0.9771455175800059,0.020422055810554635,1.4500000000000002,0.30000000000000004,4.5,-2.77546616139166,0.188885555694442,0.0,4.46e-05
1,4,4,0.82,1.33,1.3,1.5,0.7466666666666667,0.72,0.9612232803568594,0.012499999994140497,1.315,0.030000000000000027,4.0,-2.87165938672499,0.172999919200016,0.802,0.0
1,9,6,0.82,1.88,1.7,1.5,0.6255555555555555,0.562,1.028504624522042,0.031876950496717994,1.79,0.17999999999999994,7.5,-2.350055765225,0.180428104250001,0.0,3.0
1,8,6,0.82,1.83,1.7,1.5,0.6216666666666666,0.562,1.0295086593823188,0.029955652231634617,1.7650000000000001,0.13000000000000012,7.0,-2.426766052225,0.1456554655,0.0,4.0000006
1,6,4,0.82,1.66,1.3,1.5,0.521,0.72,1.0149020859803728,0.09849047260653788,1.48,0.3599999999999999,5.0,-3.01300426522499,0.174731604541692,0.0,2.0000005
1,8,4,0.82,1.83,1.3,1.5,0.6216666666666666,0.72,0.9902340433355911,0.047484909433810236,1.565,0.53,6.0,-2.812907237225,0.116860939520829,0.0,4.0000007
1,5,4,0.82,1.6,1.3,1.5,0.677142857142857,0.72,0.9771455175800059,0.020422055810554635,1.4500000000000002,0.30000000000000004,4.5,-3.311095605225,0.104929074925014,0.0,0.0004458
1,4,4,0.82,1.3,1.54,1.5,0.72,0.6341666666666667,0.9872544022834391,0.041323971895852095,1.42,0.24,4.0,-3.50395311455833,0.095198121749999,2.3179,0.0
