Val_A,Val_B,Val_Bprime,EN_A,EN_B,EN_Bprime,Shannon_A,Shannon_B,Shannon_Bprime,Tolerance_Factor,Octahedral_Mismatch,EN_avg,EN_diff,Val_avg,Formation Energy (eV/atom),Energy Above Hull (eV),Band Gap (eV),Total Magnetization (Î¼B),Material ID,3D_Volume_Per_Atom,3D_Density,3D_Crystal_Symmetry
2,8,6,0.89,1.83,2.16,1.4742857142857142,0.6216666666666666,0.58,1.0157902135380803,0.0208246563827614,1.995,0.33,7.0,-2.497820122,0.003290486000007,0.0,3.99999989999999,mp-18995,13.665139579720977,6.348448822098027,12.0
2,7,8,0.89,1.9,1.83,1.4742857142857142,0.534,0.6216666666666666,1.0276027229691191,0.0443245976012515,1.865,0.0699999999999998,7.5,-2.48591545325,0.003049289499999,0.0,3.000002,mp-31756,13.580169818235706,7.491925995320351,225.0
2,8,6,0.89,1.83,1.7,1.4742857142857142,0.6216666666666666,0.562,1.020380011171047,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.639823302,0.000347599500006,2.50619999999999,9.33e-05,mp-1272506,14.232236864597374,7.121057543427744,2.0
2,8,6,0.89,1.83,1.7,1.4742857142857142,0.6216666666666666,0.562,1.020380011171047,0.0299556522316346,1.765,0.1300000000000001,7.0,-2.6401709015,0.0,0.0,7.82e-05,mp-18845,14.25376606507614,7.110301742134714,139.0
2,8,6,0.89,1.83,2.16,1.4742857142857142,0.6216666666666666,0.58,1.0157902135380803,0.0208246563827614,1.995,0.33,7.0,-2.38106267772727,0.194080436363643,1.5819,2.0000001,mp-2217283,14.744170121862872,5.597798299279379,1.0
2,7,6,0.89,1.55,2.16,1.4742857142857142,0.586,0.58,1.0249253247172547,0.0030257186066435,1.855,0.6100000000000001,6.5,-2.6296567122931,0.0,1.26539999999999,0.0,mp-20399,14.385360967635886,6.020136445821269,225.0
2,5,7,0.89,1.6,1.55,1.4742857142857142,0.677142857142857,0.586,1.0004210978497643,0.0448632304117824,1.5750000000000002,0.05,6.0,-2.9407101537931,0.027375552666663,0.0,4.0000187,mp-1228414,13.968693197396462,6.163646819201462,225.0
2,5,7,0.89,1.6,1.55,1.4742857142857142,0.677142857142857,0.586,1.0004210978497643,0.0448632304117824,1.5750000000000002,0.05,6.0,-2.9635321102931,0.004553596166662,1.16279999999999,15.9994692,mp-1272179,14.053566462428398,6.126422899462092,62.0
2,5,7,0.89,1.6,1.55,1.4742857142857142,0.677142857142857,0.586,1.0004210978497643,0.0448632304117824,1.5750000000000002,0.05,6.0,-2.9629106410431,0.005175065416661,1.1475,16.0006208,mp-1275240,14.021479648384982,6.140442631848111,2.0
2,5,7,0.89,1.6,1.55,1.4742857142857142,0.677142857142857,0.586,1.0004210978497643,0.0448632304117824,1.5750000000000002,0.05,6.0,-2.9515829482931,0.016502758166661,0.0764,16.0006634,mp-1278519,13.952245907475666,6.1709126950236834,74.0
2,5,7,0.89,1.6,1.55,1.4742857142857142,0.677142857142857,0.586,1.0004210978497643,0.0448632304117824,1.5750000000000002,0.05,6.0,-2.9617253507931,0.006360355666661,0.185799999999999,0.0,mp-1278534,14.0124992354197,6.144377954854891,139.0
2,7,7,0.89,1.9,1.55,1.4742857142857142,0.534,0.586,1.0369525096458223,0.0265306122313618,1.725,0.3499999999999998,7.0,-2.6378569690431,0.0,0.0,3.99999959999999,mp-20813,14.235700377797238,7.136355863419723,225.0
2,7,8,0.89,1.55,2.2,1.4742857142857142,0.586,0.521,1.0404028251361004,0.0332736114495655,1.875,0.6500000000000001,7.5,-2.3171343647931,0.02291560858333,0.0,20.9979188,mp-1228678,14.2142374621618,6.152541958210322,12.0
2,7,6,0.89,1.55,1.7,1.4742857142857142,0.586,0.562,1.0295982365304013,0.012158054705087,1.625,0.1499999999999999,6.5,-2.7469805557931,0.0,2.2267,0.0,mp-19085,14.529562077788114,6.9649707074152944,225.0
2,9,5,0.89,1.88,1.6,1.4742857142857142,0.6255555555555555,0.677142857142857,0.9907756868737044,0.025147986214382,1.74,0.2799999999999998,7.0,-2.710650131,0.066096190249994,1.53459999999999,0.000261799999999,mp-1228382,13.070890439413933,6.63776519762058,225.0
2,6,5,0.89,1.66,1.6,1.4742857142857142,0.521,0.677142857142857,1.016685492009933,0.0781076928183261,1.63,0.0599999999999998,5.5,-3.05619982500001,0.0,1.58239999999999,12.0,mp-31627,13.734224429634661,6.2333020966732295,194.0
2,8,5,0.89,1.83,1.6,1.4742857142857142,0.6216666666666666,0.677142857142857,0.9917157199580316,0.0270694161935879,1.715,0.2299999999999999,6.5,-2.89555372049999,0.0,1.455,0.0,mp-1021504,13.863360568295217,6.221341094806789,225.0
2,8,5,0.89,1.83,1.6,1.4742857142857142,0.6216666666666666,0.677142857142857,0.9917157199580316,0.0270694161935879,1.715,0.2299999999999999,6.5,-2.87741168466666,0.018142035833317,1.69079999999999,15.0030445,mp-1022733,14.3509472309297,6.009965295515311,164.0
2,8,5,0.89,1.83,1.6,1.4742857142857142,0.6216666666666666,0.677142857142857,0.9917157199580316,0.0270694161935879,1.715,0.2299999999999999,6.5,-2.873255236,0.022298484499984,1.34979999999999,20.0003999,mp-1022808,14.267979263999331,6.04491310365722,194.0
2,5,9,0.89,1.6,2.28,1.4742857142857142,0.677142857142857,0.605,0.9957647196881576,0.0353455817849575,1.94,0.6799999999999997,7.0,-2.733223787,0.0,0.8889,7.22e-05,mp-1205833,13.859031915553862,6.78714612060195,225.0
2,5,5,0.89,1.6,1.63,1.4742857142857142,0.677142857142857,0.576875,1.0026728991087577,0.0494659178260535,1.615,0.0299999999999998,5.0,-3.119411723,0.0,0.0,0.000232099999999,mp-1078969,13.89757937508935,6.1474338211984385,12.0
2,5,5,0.89,1.6,1.63,1.4742857142857142,0.677142857142857,0.576875,1.0026728991087577,0.0494659178260535,1.615,0.0299999999999998,5.0,-3.094641198,0.024770524999999,0.0,0.1300782,mp-1277332,13.860888628370807,6.163706510731556,2.0
2,10,6,0.89,1.91,2.16,1.4742857142857142,0.5714285714285715,0.58,1.0287048758048811,0.0043383947917303,2.035,0.2500000000000002,8.0,-2.44925213,0.0,2.3514,0.0,mp-552567,13.705906173625962,6.364075903636514,225.0
